Title,StudyID,Uploaded by,PI,Upload Date,# Files,Total Size (KB),Species,Instrument
GNPS_AMG_SeedGrant,MSV000080469,rsilva,Rob Knight,"Jan. 13, 2017, 10:30 AM",48,456359,Homo sapiens,Q Exactive
GNPS_ref_Dove deodorant extract,MSV000080464,abouslimani,Pieter Dorrestein,"Jan. 12, 2017, 6:23 PM",6,433211,"Beauty product
environmental samples <Bacillariophyta>",maXis
GNPS-Heart sections from Trypanosoma cruzi-infected mice,MSV000080450,lamccall,James McKerrow,"Jan. 5, 2017, 4:16 PM","13,309",72370278,"Mus musculus
Trypanosoma cruzi",maXis
GNPS_Surferbiome_Morocco,MSV000080444,ckapono,ckapono,"Jan. 3, 2017, 12:14 PM",142,15579069,Homo sapiens,maXis
GNPS_Surferbiome_London,MSV000080443,ckapono,ckapono,"Jan. 3, 2017, 12:12 PM",148,16284933,Homo sapiens,maXis
GNPS_Surferbiome_Ireland,MSV000080442,ckapono,ckapono,"Jan. 3, 2017, 12:11 PM",170,18698694,Homo sapiens,maXis
GNPS Trebon,MSV000080440,longvu,Dai Long,"Dec. 29, 2016, 1:48 AM",4,5322,Cyanobacteria,ultraflex TOF/TOF
GNPS 3D WinCF Tubes,MSV000080397,quinnr,Dorrestein,"Dec. 14, 2016, 4:20 PM","24,812",230157793,Homo sapiens,maXis
GNPS Rapid Response non-CF1,MSV000080377,quinnr,Dorrestein,"Dec. 2, 2016, 2:31 PM",44,2011388,Homo sapiens,maXis
GNPS CF Strains ASM Media,MSV000080337,quinnr,Dorrestein,"Nov. 14, 2016, 4:01 PM","1,870",56335028,Homo sapiens,maXis
GNPS_hair_follicles_propimycin_detection,MSV000080335,aaksenov,M Fischbach,"Nov. 14, 2016, 10:30 AM",25,1196454,#NAME?,Q Exactive
GNPS_propimycin_QqQ_detection,MSV000080311,aaksenov,M Fischbach,"Nov. 3, 2016, 12:12 PM",160,131184,Homo sapiens,TSQ Quantum Access
GNPS - Corn-Bacillus Interaction V,MSV000080299,daniel,Pieter C. Dorrestein,"Oct. 28, 2016, 4:11 PM","1,164",26058772,#NAME?,Q-Exactive
GNPS Workshop and TIPS review on molecular networking,MSV000080294,lfnothias,Dorrestein,"Oct. 25, 2016, 6:23 PM",10,25,Homo sapiens,-maXis 4G Q Exactive
GNPS_ref_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_aeruginosa_VVP03,MSV000080292,quinnr,Dorrestein,"Oct. 24, 2016, 11:51 AM",6,249320,Pseudomonas aeruginosa,maXis
GNPS_ref_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_aeruginosa_VVP011,MSV000080291,quinnr,Dorrestein,"Oct. 24, 2016, 11:50 AM",6,228534,Pseudomonas aeruginosa,maXis
GNPS_ref_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Escherichia_coli_VVP035,MSV000080290,quinnr,Dorrestein,"Oct. 24, 2016, 11:48 AM",6,214863,Escherichia coli,maXis
GNPS_ref_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter_xylosoxidans_VVP203,MSV000080289,quinnr,Dorrestein,"Oct. 24, 2016, 11:46 AM",6,243368,Achromobacter xylosoxidans,maXis
GNPS_ref_Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_atypica_RAQ012.mzXML,MSV000080288,quinnr,Dorrestein,"Oct. 24, 2016, 11:45 AM",6,233731,Veillonella atypica,maXis
GNPS_ref_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_salivarius_RAQ001,MSV000080287,quinnr,Dorrestein,"Oct. 24, 2016, 11:43 AM",6,226844,Streptococcus salivarius,maXis
GNPS_ref_Bacteria_Firmicutes_ Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_aureus_VVP01,MSV000080286,quinnr,Dorrestein,"Oct. 24, 2016, 11:42 AM",6,236798,Staphylococcus aureus,maXis
GNPS - Endophytic actinobacteria L ericoides interacting with Pathogens Bs3610 and PAO1,MSV000080285,amcaraballor,Monica T Pupo,"Oct. 24, 2016, 11:24 AM",58,74519,-Streptomyces cattleya RLe1 Streptomyces mobaraensis RLe3 Streptomyces albospinus RLe7 Streptomyces sp. RLe9 Kitasatospora cystarginea RLe10 Bacillus subtilis 3610 Pseudomonas aeruginosa PAO1,micrOTOF-Q II
GNPS - Five strains Interaction Endophytic Actinobacteria L ericoides,MSV000080284,amcaraballor,Monica T Pupo,"Oct. 24, 2016, 11:11 AM",100,197507,#NAME?,micrOTOF-Q II
GNPS CF Strains Todd Hewitt Agar .d,MSV000080253,quinnr,Dorrestein,"Oct. 20, 2016, 10:37 AM","23,222",206799756,Homo sapiens,maXis
GNPS CF Strains Todd Hewitt Agar,MSV000080251,quinnr,Dorrestein,"Oct. 18, 2016, 9:56 AM","1,536",80356335,Homo sapiens,maXis
GNPS Waiopae negative profile,MSV000080243,ckapono,Dorrestein,"Oct. 13, 2016, 8:29 AM",194,5096216,complex community,maXis
GNPS Waiopae Positive LCMS profile,MSV000080242,ckapono,Dorrestein,"Oct. 13, 2016, 8:26 AM",194,16479725,complex community,maXis
GNPS Marine Actinomycete Resin Extracts,MSV000080241,dfloros,Paul Jensen,"Oct. 12, 2016, 2:51 PM","1,083",927757,Actinomyces,micrOTOF-Q II
GNPS Marine Actino coculture replicates,MSV000080240,dfloros,Paul Jensen,"Oct. 12, 2016, 2:38 PM",445,333515,Actinomyces,micrOTOF II
GNPS - UV_Pinus radiata_Metabolomics,MSV000080217,chusopascual,Luis Valledor,"Oct. 3, 2016, 11:27 PM",58,2524427,Pinus radiata,TSQ Quantum
GNPS Erythrophleum ivorense and suaveolens,MSV000080214,souardf,Souard,"Oct. 3, 2016, 5:20 AM",26,1726200,Erythrophleum,QTOF
GNPS - Corn-Bacillus Interaction IV,MSV000080188,daniel,Pieter C. Dorrestein,"Sep. 22, 2016, 4:42 PM",853,34766931,#NAME?,Q-Exactive
GNPS_AMG_500_antibiotics_09222016,MSV000080187,aaksenov,P. Dorrestein R. Knight,"Sep. 22, 2016, 2:40 PM",787,25171588,Homo sapiens,maXis
GNPS_AMG_Veg_500_09222016,MSV000080186,aaksenov,P. Dorrestein R. Knight,"Sep. 22, 2016, 2:33 PM",405,15129422,Homo sapiens,maXis
GNPS - Mouse Fecal Metabolites,MSV000080183,mjmeehan,Gabriel Haddad,"Sep. 21, 2016, 6:42 AM","1,299",15188362,Mus musculus,Q-Exactive
GNPS - Mouse Lung Tissue Extract,MSV000080182,mjmeehan,Gabriel Haddad,"Sep. 21, 2016, 6:37 AM",105,1236232,Mus musculus,Q-Exactive
GNPS - Mouse Mesenteric Lymph Node Metabolites,MSV000080181,mjmeehan,Gabriel Haddad,"Sep. 21, 2016, 6:30 AM",105,1226756,Mus musculus,Q-Exactive
GNPS - Mouse Blood Metabolites,MSV000080180,mjmeehan,Gabriel Haddad,"Sep. 21, 2016, 6:18 AM",143,1618755,Mus musculus,Q-Exactive
GNPS_AMG_500_09202016,MSV000080179,aaksenov,P. Dorrestein R. Knight,"Sep. 20, 2016, 1:25 PM","1,189",40310110,Homo sapiens,maXis
GNPS - DOM SIO Pier Time-line,MSV000080178,daniel,Lihini Aluwihare,"Sep. 19, 2016, 9:15 PM",90,5955058,environmental samples <Bacillariophyta>,Q-Exactive
GNPS - Pseudo-nitzschia cultures,MSV000080177,daniel,Lihini Aluwihare,"Sep. 19, 2016, 9:13 PM",65,5862907,Pseudo-nitzschia,Q-Exactive
GNPS - DOM SIO Pier 10904,MSV000080176,daniel,Lihini Aluwihare,"Sep. 19, 2016, 7:54 PM",120,6890106,environmental samples <delta subdivision>,Q-Exactive
GNPS microcystin ref standard,MSV000080174,JabulaniRay,Gumbo,"Sep. 18, 2016, 1:21 PM",3,606581,Cyanobacteria,BioTOF II
GNPS -3DMouth - Triple Quad dataset,MSV000080170,fevargas,David Relman,"Sep. 15, 2016, 2:04 PM","1,884",51781519,Homo sapiens,TSQ Quantum Access
GNPS -3DMouth - A spatial analysis of the human mouth metabolites,MSV000080167,fevargas,David Relman,"Sep. 15, 2016, 12:13 PM","1,603",22640754,Homo sapiens,Q Exactive
GNPS - MSKCC Target ID T. cruzi,MSV000080142,daniel,James McKerrow,"Sep. 12, 2016, 4:23 PM","1,622",79890308,#NAME?,Q-Exactive
GNPS-Cyanobacteria Plate 32_33_34,MSV000080141,negarg,William H Gerwick,"Sep. 12, 2016, 3:37 PM","7,929",39515858,Cyanobacteria,maXis
GNPS - Breast Milk metabolomics - Solvent Screen - take 2,MSV000080117,fevargas,Christina Chambers,"Sep. 2, 2016, 9:40 AM",68,3445352,Homo sapiens,maXis
GNPS Marine Actinos including LomC and Lym standards,MSV000080116,dfloros,Paul Jensen,"Sep. 1, 2016, 3:45 PM","2,655",2569521,Actinomyces,micrOTOF-Q II
GNPS - Lichen isolates,MSV000080115,negarg,Pieter C Dorrestein,"Sep. 1, 2016, 2:02 PM",206,2359819,Microbial and fungal isolates from lichen,maXis
GNPS Erytrho test 1,MSV000080113,souardf,Souard,"Sep. 1, 2016, 1:48 AM",14,2016157,Erythrophleum,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Metabolome vs Metagenome Project,MSV000080102,fevargas,Kasthuri Venkateswaran,"Aug. 26, 2016, 4:46 PM","1,625",4812526,-Staphylococcus aureus Staphylococcus haemolyticus Acinetobacter pittii Pantoea conspicua Klebsiella Enterobacter sp. Bacillus <bacterium>,maXis
GNPS - Breast Milk metabolomics - Solvent Screen,MSV000080074,fevargas,Christina Chambers,"Aug. 19, 2016, 1:20 PM",38,1602583,Homo sapiens,maXis
GNPS Lichen Welly,MSV000080071,izzie_mark16,Izzie Alderton,"Aug. 18, 2016, 4:33 PM",716,36955927,Lichen Unknown,Q-TOF
GNPS-94NPD1 and 94NPD2,MSV000080055,balunaslab,Marcy Balunas,"Aug. 17, 2016, 12:48 PM",6,27535,Moorea producens,QSTAR Elite
GNPS - Global Stool Dataset - C18-LC-MS/MS Positive polarity,MSV000080050,fevargas,Pieter Dorrestein,"Aug. 16, 2016, 8:05 PM",488,43726780,#NAME?,maXis
GNPS- Upregulation and Identification of Antibiotic Activity of a Streptomyces sp. via Co-Cultures with Challenge Pathogens- Figure,MSV000080045,balunaslab,Marcy Balunas,"Aug. 16, 2016, 8:01 AM",8,279733,unclassified Actinomycetales,QSTAR Elite
"GNPS - Metabolites of psoriasis vs healthy skin, volonteer 2 to 5",MSV000080031,lfnothias,Pieter Dorrestein,"Aug. 7, 2016, 8:58 PM",290,26889044,Homo sapiens,maXis
"GNPS - Forensic study, swabs of hands and objects, 80 volunteers.",MSV000080030,lfnothias,Pieter Dorrestein,"Aug. 7, 2016, 4:22 PM","2,395",245111314,Homo sapiens,maXis
GNPS - Sugarcane Microbe interaction,MSV000080016,daniel,PC Dorrestein,"Aug. 3, 2016, 1:19 PM",533,24016879,Sugarcane,Q-Exactive
GNPS - DOM SIO Pier 160801,MSV000080015,daniel,PC Dorrestein,"Aug. 3, 2016, 11:54 AM",72,6674259,environmental samples <Bacillariophyta>,Q-Exactive
GNPS - Lipidomics reveals dramatic lipid compositional changes in the maturing postnatal lung,MSV000080000,alchemistmatt,Charles Ansong,"Jul. 22, 2016, 5:21 PM",165,88602432,Mus musculus,-Q Exactive LTQ Orbitrap Velos 6140 Quadrupole LC/MS
GNPS 3D Germ Free and Specific Pathogen Free Mice,MSV000079949,quinnr,Dorrestein,"Jul. 20, 2016, 10:31 AM","1,674",67055653,Mus musculus,maXis
GNPS - Individualized responses of gut microbiota to dietary intervention modeled in humanized mice,MSV000079922,samsmits,Purna Kashyap,"Jul. 19, 2016, 1:57 PM",73,3369054,Mus musculus,Exactive
GNPS - CASMI 2014,MSV000079907,lfnothias,CASMI,"Jul. 13, 2016, 2:44 PM",52,35,Standards,#NAME?
GNPS - CASMI 2016 categories 2 and 3 - negative ionisation mode,MSV000079906,lfnothias,CASMI,"Jul. 13, 2016, 2:40 PM",143,233,Standard,Q Exactive Plus Orbitrap
GNPS - CASMI 2016 categories 2 and 3 - positive ionisation mode,MSV000079905,lfnothias,CASMI,"Jul. 13, 2016, 2:38 PM",385,515,Standards,Q-Exactive Plus Orbitrap
GNPS - Effect of HDAC inhibition on metabolome of Aspergillus nidulans and discovery of many aspercryptins,MSV000079900,matthenke,Neil Kelleher,"Jul. 11, 2016, 3:24 PM",7,2519769,Aspergillus nidulans FGSC A4,Q Exactive
GNPS - Corn-microbe interaction II,MSV000079888,daniel,Pieter C Dorrestein,"Jul. 6, 2016, 2:13 PM",236,10886732,Zea mays,Q-Exactive
"GNPS - SFC-MS/MS of extract and fractions from Euphorbia amygdaloides ssp semiperfoliata (Euphorbiaceae, plant)",MSV000079856,lfnothias,Litaudon / Paolini / Touboul,"Jun. 25, 2016, 12:25 PM",11,144957,#NAME?,-QTOF 6540 Agilent Supercritical-fluid chromatography
"GNPS - Extract and fractions from Euphorbia pithyusa ssp cupanii (Euphorbiaceae, plant)",MSV000079839,lfnothias,Litaudon / Paolini / Touboul,"Jun. 18, 2016, 4:19 PM",34,7866000,#NAME?,QTOF 6540 Agilent
"GNPS - Extract and fractions of Euphorbia pithyusa ssp pithyusa (Euphorbiaceae, plant)",MSV000079838,lfnothias,Litaudon / Paolini / Touboul,"Jun. 18, 2016, 4:15 PM",28,17498388,#NAME?,QTOF 6540 Agilent
GNPS - Trace detection_10 volunteers_4 months later_Time2,MSV000079825,abouslimani,Pieter Dorrestein,"Jun. 16, 2016, 9:12 AM",258,27413701,Homo sapiens,maXis
GNPS - Rothia Isolates,MSV000079820,daniel,Pieter C. Dorrestein,"Jun. 15, 2016, 1:57 PM",11,182996,Rothia <bacteria>,Q-Exactive
GNPS_Colgate_homogenized_control,MSV000079819,amelnik,PDorrestein,"Jun. 15, 2016, 8:22 AM",38,1282842,-Homo sapiens Bovine herpesvirus 1,Q Exactive
GNPS 3D-Maize I,MSV000079813,daniel,Pieter C. Dorrestein,"Jun. 13, 2016, 11:19 AM",794,15911922,Zea mays subsp. mays,Q-Exactive
GNPS - Coral Extracts 20160610,MSV000079808,daniel,Pieter Dorrestein,"Jun. 10, 2016, 3:37 PM",132,9462006,Coral,Q-Exactive
GNPS - Human dataset,MSV000079788,lpace,Pieter Dorrestein,"Jun. 1, 2016, 10:53 AM","2,884",294907892,Homo sapiens,maXis
GNPS - Mouse dataset,MSV000079787,lpace,Pieter Dorrestein,"Jun. 1, 2016, 10:11 AM",432,82524967,Mus musculus,maXis
GNPS - Human Stool Study from Human Stool,MSV000079778,fevargas,Larry Smarr,"May. 26, 2016, 11:47 AM",762,75275519,Homo sapiens,maXis
GNPS - IBD Biobank Stool Samples - C18-LC-MS/MS Positive Polarity,MSV000079777,fevargas,Brigid Boland,"May. 26, 2016, 11:39 AM",386,36487638,Homo sapiens,maXis
GNPS - Swabs from Forensics Body Decomposition Project,MSV000079773,mjmeehan,Jessica Metcalf,"May. 25, 2016, 6:06 PM",80,2130073,Homo sapiens,Q Exactive
GNPS - Soil from Forensics Body Decomposition Project,MSV000079772,mjmeehan,Jessica Metcalf,"May. 25, 2016, 6:04 PM",78,1975491,Homo sapiens,Q Exactive
GNPS_mix-of-43-standards_Fecal,MSV000079760,amelnik,P.Dorrestein,"May. 5, 2016, 11:20 AM",66,1950000,standard | Homo sapiens,Q Exactive | TSQ Quantum Access
GNPS_Mix-of-43-Standards,MSV000079758,amelnik,P.Dorrestein,"May. 5, 2016, 11:23 AM",46,837290,standard,Q Exactive
GNPS-System Wide MS Course Human Habitat Group 5,MSV000079720,jkmerritt,"UCSD Systems Mass Spectrometry class, Spring 2016","May. 12, 2016, 1:05 AM",321,4501674,drinking fountain,Q Exactive
GNPS-System Wide MS Course Group 5 Person 1 through 2,MSV000079719,jkmerritt,"UCSD Systems Mass Spectrometry class, Spring 2016","May. 12, 2016, 12:23 AM",73,987567,Homo sapiens,Q Exactive
GNPS-System Wide MS Course Person Group 2,MSV000079718,daniel,System Wide MS course,"May. 11, 2016, 3:20 PM",143,1947185,Homo sapiens,Q Exactive
GNPS-System Wide MS Course Human Habitat Group 2,MSV000079717,daniel,System Wide MS course,"May. 11, 2016, 3:14 PM",213,3009522,environmental samples <Bacillariophyta>,Q-Exactive
GNPS-System Wide MS Course Human Habitat Group 4,MSV000079714,tal_lk,System Wide MS course,"May. 11, 2016, 9:48 AM",233,3032522,environmental samples <Bacillariophyta>,Q Exactive
GNPS-System Wide MS Course Group 4 Person 4.1 through 4.4,MSV000079712,tal_lk,System Wide MS course,"May. 10, 2016, 11:45 AM",229,2905040,Homo sapiens,Q Exactive
GNPS-System Wide MS Course Group 1 Person 1.1 through 1.4,MSV000079710,negarg,"UCSD Systems Mass Spectrometry class, Spring 2016","May. 9, 2016, 6:16 PM",261,3535073,Homo sapiens,Q Exactive
GNPS-System Wide MS Course Human Habitat Group 1,MSV000079709,negarg,"UCSD Systems Mass Spectrometry class, Spring 2016","May. 9, 2016, 6:05 PM",225,3087722,Bike,Q Exactive
GNPS System Wide MS course Group 3 Person 1 through 3,MSV000079707,dfloros,System Wide MS course,"May. 5, 2016, 4:22 PM",123,1640496,Homo sapiens,Q Exactive
GNPS System Wide MS course Human habitat Group 3,MSV000079706,dfloros,System Wide MS course,"May. 5, 2016, 4:11 PM",239,3316267,environmental samples <Bacillariophyta>,Q Exactive
GNPS - System Wide MS course (QqQ),MSV000079699,daniel,System Wide MS course,"May. 3, 2016, 2:06 PM",983,8768159,-Homo sapiens environmental samples <Bacillariophyta>,TSQ QqQ
GNPS - System Wide MS course,MSV000079697,daniel,System Wide MS course,"May. 3, 2016, 11:24 AM","3,213",98291063,-Homo sapiens environmental samples <Bacillariophyta>,Orbitrap (Q-Exactive)
GNPS - Bicarbonate and Pseudomonas 3D,MSV000079680,quinnr,Dorrestein,"Apr. 26, 2016, 3:47 PM",573,21444309,Pseudomonas aeruginosa PAO1,maXis
GNPS - CF Sputum vs. Food,MSV000079679,quinnr,Dorrestein/Knight,"Apr. 26, 2016, 3:45 PM",115,5561957,Homo sapiens,maXis
GNPS WinCF pH Experiments,MSV000079677,quinnr,Dorrestein,"Apr. 26, 2016, 8:48 AM",949,41837616,Pseudomonas aeruginosa group,maXis
GNPS-Cystic Fibrosis Lung Tissue Patient1,MSV000079652,negarg,Pieter C Dorrestein,"Apr. 15, 2016, 5:09 PM",182,2237108,Homo sapiens,maXis
GNPS_145ST_Fecal_background,MSV000079651,amelnik,P.Dorrestein,"Apr. 14, 2016, 4:25 PM",16,430029,Homo sapiens,QExactive
GNPS - haloduracin_alpha,MSV000079635,wavteam,Wilfred A. van der Donk,"Apr. 6, 2016, 1:52 PM",3,3876,Bacillus halodurans C-125,Synapt MS
GNPS S. ceolicolor investigation,MSV000079633,ckapono,Moore/Dorrestein,"Apr. 6, 2016, 12:41 PM",3,6136,Streptomyces coelicolor,micrOTOF-Q II
GNPS-Venezuelin tandem MS,MSV000079630,wavteam,W. A. van der Donk,"Apr. 5, 2016, 4:20 PM",3,641142,Streptomyces venezuelae,Synapt HDMS
GNPS-20160405_JWFC_MTQ,MSV000079628,TJLing,Tie-Jun Ling,"Apr. 5, 2016, 11:30 AM",193,441656,Camellia sinensis,micrOTOF-Q II
GNPS amino acid standard,MSV000079627,eportero,Nemes,"Apr. 5, 2016, 8:31 AM",3,444800,amino acid standard,Bruker qTOF
GNPS - MS-MS fragmentation patterns of Bicereucin,MSV000079622,wavteam,"Wilfred, A. van der Donk","Apr. 3, 2016, 3:42 PM",5,24496,Bacillus cereus SJ1,"Synapt G1, LCMS"
GNPS Rapid Response CF94,MSV000079621,quinnr,Conrad/Dorrestein/Rohwer/Knight,"Apr. 2, 2016, 3:06 PM",17,1736386,Homo sapiens,maXis
GNPS Marine Sediment Resin Experiment,MSV000079620,ckapono,Jensen,"Apr. 1, 2016, 12:25 PM",21,35469,Actinomyces,micrOTOF-Q II
GNPS - 370 UK Pseudomonas,MSV000079619,ddnguyen,"Pieter C. Dorrestein, Jacob G. Malone, Timothy H. Mauchline","Mar. 31, 2016, 5:10 PM","11,320",8790399,Pseudomonas fluorescens,micrOTOF-Q II
GNPS Surugamide,MSV000079618,hmohiman,Shigeki Matsunaga,"Mar. 30, 2016, 4:17 PM",3,39922,Streptomyces,uns
GNPS_Determinants of Chagas disease progression,MSV000079615,lamccall,McKerrow,"Mar. 29, 2016, 12:44 PM","1,415",5695076,Mus musculus,micrOTOF-Q II
GNPS - Characterising Swiss Wastewater with HR-MS/MS 2014,MSV000079601,schymane,Juliane Hollender,"Mar. 22, 2016, 2:18 PM",112,5462728,None,LTQ Orbitrap XL
GNPS_American_84_UK_86_Gut,MSV000079598,amelnik,Rob Knight,"Mar. 21, 2016, 6:20 PM",332,7759689,Homo sapiens,Q Exactive
GNPS_137_Standards_maXis_No_Background_Positive,MSV000079581,rhmills,Dorrestein,"Mar. 14, 2016, 12:21 PM",140,4171755,Standards,maXis
GNPS-Cystic Fibrosis_Breath Condensate,MSV000079575,negarg,Pieter C Dorrestein,"Mar. 12, 2016, 9:37 AM",221,837776,Homo sapiens,maXis
GNPS_CASMI 2016 category 1 challenges 1-19,MSV000079573,lfnothias,CASMI,"Mar. 10, 2016, 9:24 PM",20,18,unspecified various species,-Agilent 6540 QTOF Synapt G2 MS Q Exactive Plus Orbitrap
GNPS_137_Standarts_QE_No_Background,MSV000079568,amelnik,Pieter Dorrestein,"Mar. 10, 2016, 11:36 AM",41,324309,Standards,Q Exactive
GNPS - Metabolites of psoriasis vs healthy skin_Pilot study,MSV000079558,abouslimani,Pieter Dorrestein,"Mar. 4, 2016, 5:41 PM",98,9859233,Homo sapiens,maXis
GNPS - Mouse lung lipidome response to a wild type infectious clone of H7N9 Influenza virus and mutants,MSV000079542,alchemistmatt,"Yoshihiro Kawaoka, Katrina Waters, Richard Smith and Thomas Metz","Feb. 29, 2016, 12:22 PM",457,34454377,Mus musculus,LTQ Orbitrap Velos
GNPS Genomics Demo Submission,MSV000079531,hmohiman,Pavel Pevzner,"Feb. 25, 2016, 5:18 PM",11,1307820,streptomyces,LTQ Orbitrap Velos
GNPS - High/Low Biomass Swab/Extraction Study - C18-LC-MS/MS - Positive polarity,MSV000079523,fevargas,Rob Knight and Pieter Dorrestein,"Feb. 22, 2016, 11:38 PM","1,289",269970405,Homo sapiens,maXis (Bruker Daltonics maXis series)
GNPS-Streptomyces albus ATCC 21838_13C6-labelled lysine,MSV000079521,negarg,Pieter C Dorrestein,"Feb. 19, 2016, 12:45 PM",10,281122,Streptomyces albus ATCC 21838,Q Exactive
GNPS-Streptomyces albus ATCC 21838_13C6-labelled isoleucine,MSV000079520,negarg,Pieter C Dorrestein,"Feb. 18, 2016, 5:12 PM",17,562956,Streptomyces albus ATCC 21838,Q Exactive
GNPS-Streptomyces albus J1074,MSV000079519,negarg,Pieter C Dorrestein,"Feb. 18, 2016, 5:08 PM",15,468759,Streptomyces albus J1074,Q Exactive
GNPS-Streptomyces albus ATCC 21838,MSV000079518,negarg,Pieter C Dorrestein,"Feb. 18, 2016, 5:05 PM",13,418614,Streptomyces albus ATCC 21838,Q Exactive
GNPS-Streptomyces albus J1074_13C6-labelled lysine,MSV000079517,negarg,Pieter C Dorrestein,"Feb. 18, 2016, 5:00 PM",5,119833,Streptomyces albus J1074,Q Exactive
GNPS-Streptomyces albus J1074_labelled isoleucine,MSV000079516,negarg,Pieter C Dorrestein,"Feb. 18, 2016, 4:57 PM",23,715588,Streptomyces albus J1074,Q Exactive
GNPS - Lanthipeptides from Ruminococcus flavefaciens FD-1,MSV000079506,WAVteam,Wilfred A. van der Donk,"Feb. 11, 2016, 11:16 AM",18,790008,Ruminococcus flavefaciens FD-1,Synapt MS
GNPS-Streptomyces albus ATCC 21838,MSV000079503,negarg,Pieter C Dorrestein,"Feb. 10, 2016, 4:53 PM",13,192844,Streptomyces albus ATCC 21838,Q Exactive
GNPS-Streptomyces albus J1074,MSV000079502,negarg,Pieter C Dorrestein,"Feb. 10, 2016, 4:47 PM",13,192515,Streptomyces albus J1074,Q Exactive
GNPS Gum59_blank,MSV000079497,evglena11,BS Moore,"Feb. 7, 2016, 3:19 PM",5,869868,Porifera,q-tof
gnps_1,MSV000079494,ashaimaa,ashaimaa,"Feb. 6, 2016, 6:46 AM",4,48609,Aspergillus terreus ATCC 20542,6140 Quadrupole LC/MS
Fermentation Festival Samples GNPS,MSV000079485,quinnr,Dorrestein/Knight,"Jan. 30, 2016, 1:01 PM",145,1502281,#NAME?,qExactive
GNPS - Molecular networking and pattern-based genome mining improves discovery of biosynthetic gene clusters and their products from Salinispora,MSV000079484,kduncan,Paul R Jensen / Katherine R. Duncan,"Jan. 27, 2016, 12:59 AM","2,453",23664625,Salinispora,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Using molecular networking for microbial secondary metabolite bioprocessing,MSV000079481,kduncan,Dr. Katherine R. Duncan,"Jan. 26, 2016, 4:22 AM",121,2133811,Bacteria,LTQ Orbitrap
GNPS Ants Associated Bacteria from Panama,MSV000079479,cristopher,Marcelino Gutierrez,"Jan. 22, 2016, 1:22 PM",211,22918861,Ants Associated Bacteria,micrOTOF-Q III
GNPS - Sediment samples from the tropical benthic environmnet,MSV000079478,ntut200,Paul Jensen,"Jan. 22, 2016, 10:23 AM",200,66872427,Marine sediment,6520 Quadrupole Time-of-Flight LC/MS
GNPS_synalissa_Extract_positive_mode,MSV000079477,delphine,Delphine Parrot; Sophie Tomasi,"Jan. 22, 2016, 1:11 AM",3,11501,Cyanolichens,Ion Trap LC/MS Thermo
GNPS_Lichinaceae_extracts_positive_mode,MSV000079476,delphine,Delphine Parrot; Sophie Tomasi,"Jan. 22, 2016, 12:24 AM",5,21748,Cyanolichens,Ion Trap LC/MS Thermo
GNPS_Collemataceae_extracts_positive_mode,MSV000079475,delphine,Delphine Parrot; Sophie Tomasi,"Jan. 22, 2016, 12:15 AM",9,44858,Cyanolichens,Ion Trap LC/MS Thermo
GNPS - Collema_cristatum_total_extract (cyanolichens),MSV000079474,delphine,Delphine Parrot; Sophie Tomasi,"Jan. 21, 2016, 9:22 PM",3,11457,Cyanolichens,Ion Trap LC/MS (Thermo)
GNPS - Collema_auriforme_Total_Extract (Cyanolichen),MSV000079473,delphine,Delphine Parrot; Sophie Tomasi,"Jan. 21, 2016, 9:16 PM",3,11397,Cyanolichens,Ion trap LC/MS Thermo
GNPS - Salinispora elicitor project,MSV000079472,ntut200,Paul Jensen / Usama Abdelmohsen,"Jan. 21, 2016, 6:22 PM",139,46491114,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS Octocoral-Associated Bacteria from Panama,MSV000079471,dtorres,Marcelino Gutierrez/ Pieter Dorrestein,"Jan. 21, 2016, 2:03 PM",67,4554525,Bacteria associated to octocoral,#NAME?
GNPS Palythoa extracts,MSV000079467,faustocn,Norberto Peporine Lopes,"Jan. 21, 2016, 7:18 AM",97,1676696,#NAME?,amaZon Speed
GNPS Adenocalymma imperatoris ethyl acetate extracts,MSV000079466,faustocn,Norberto Peporine Lopes,"Jan. 21, 2016, 6:37 AM",17,9550,Adenocalymma,amaZon Speed
GNPS Brazilian mangrove species,MSV000079465,faustocn,Norberto Peporine Lopes,"Jan. 21, 2016, 6:30 AM",301,1988261,#NAME?,amaZon Speed
GNPS Pseudomonas aeruginosa pooled metabolite extracts,MSV000079462,Depke,Br_nstrup,"Jan. 20, 2016, 5:28 AM",4,36704,Pseudomonas aeruginosa,maXis
